# qx qy lindhard_output_plain_off_-0.100eV
-0.21428571 -0.25510204 0.00000000
-0.21428571 -0.23469388 0.00000000
-0.21428571 -0.21428571 0.00000000
-0.21428571 -0.19387755 0.00000000
-0.21428571 -0.17346939 0.00000000
-0.21428571 -0.15306122 0.00000000
-0.21428571 -0.13265306 0.00000000
-0.21428571 -0.11224490 0.00000000
-0.21428571 -0.09183673 0.00000000
-0.21428571 -0.07142857 0.00000000
-0.21428571 -0.05102041 0.00000000
-0.21428571 -0.03061224 0.00000000
-0.21428571 -0.01020408 0.00000000
-0.21428571 0.01020408 0.00000000
-0.21428571 0.03061224 0.00000000
-0.21428571 0.05102041 0.00000000
-0.21428571 0.07142857 0.00000000
-0.21428571 0.09183673 0.00000000
-0.21428571 0.11224490 0.00000000
-0.21428571 0.13265306 0.00000000
-0.21428571 0.15306122 0.00000000
-0.21428571 0.17346939 0.00000000
-0.21428571 0.19387755 0.00000000
-0.21428571 0.21428571 0.00000000
-0.21428571 0.23469388 0.00000000
-0.21428571 0.25510204 0.00000000
-0.21428571 0.27551020 0.00000000
-0.21428571 0.29591837 0.00000000
-0.21428571 0.31632653 0.00000000
-0.21428571 0.33673469 0.00000000
-0.21428571 0.35714286 0.00000000
-0.21428571 0.37755102 0.00000000
-0.21428571 0.39795918 0.00000000
-0.21428571 0.41836735 0.00000000
-0.21428571 0.43877551 0.00000000
-0.21428571 0.45918367 0.00000000
-0.21428571 0.47959184 0.00000000
-0.21428571 0.50000000 0.00000000
-0.19387755 -0.50000000 0.00000000
-0.19387755 -0.47959184 0.00000000
-0.19387755 -0.45918367 0.00000000
-0.19387755 -0.43877551 0.00000000
-0.19387755 -0.41836735 0.00000000
-0.19387755 -0.39795918 0.00000000
-0.19387755 -0.37755102 0.00000000
-0.19387755 -0.35714286 0.00000000
-0.19387755 -0.33673469 0.00000000
-0.19387755 -0.31632653 0.00000000
-0.19387755 -0.29591837 0.00000000
-0.19387755 -0.27551020 0.00000000
-0.19387755 -0.25510204 0.00000000
-0.19387755 -0.23469388 0.00000000
-0.19387755 -0.21428571 0.00000000
-0.19387755 -0.19387755 0.00000000
-0.19387755 -0.17346939 0.00000000
-0.19387755 -0.15306122 0.00000000
-0.19387755 -0.13265306 0.00000000
-0.19387755 -0.11224490 0.00000000
-0.19387755 -0.09183673 0.00000000
-0.19387755 -0.07142857 0.00000000
-0.19387755 -0.05102041 0.00000000
-0.19387755 -0.03061224 0.00000000
-0.19387755 -0.01020408 0.00000000
-0.19387755 0.01020408 0.00000000
-0.19387755 0.03061224 0.00000000
-0.19387755 0.05102041 0.00000000
-0.19387755 0.07142857 0.00000000
-0.19387755 0.09183673 0.00000000
-0.19387755 0.11224490 0.00000000
-0.19387755 0.13265306 0.00000000
-0.19387755 0.15306122 0.00000000
-0.19387755 0.17346939 0.00000000
-0.19387755 0.19387755 0.00000000
-0.19387755 0.21428571 0.00000000
-0.19387755 0.23469388 0.00000000
-0.19387755 0.25510204 0.00000000
-0.19387755 0.27551020 0.00000000
-0.19387755 0.29591837 0.00000000
-0.19387755 0.31632653 0.00000000
-0.19387755 0.33673469 0.00000000
-0.19387755 0.35714286 0.00000000
-0.19387755 0.37755102 0.00000000
-0.19387755 0.39795918 0.00000000
-0.19387755 0.41836735 0.00000000
-0.19387755 0.43877551 0.00000000
-0.19387755 0.45918367 0.00000000
-0.19387755 0.47959184 0.00000000
-0.19387755 0.50000000 0.00000000
-0.17346939 -0.50000000 0.00000000
-0.17346939 -0.47959184 0.00000000
-0.17346939 -0.45918367 0.00000000
-0.17346939 -0.43877551 0.00000000
-0.17346939 -0.41836735 0.00000000
-0.17346939 -0.39795918 0.00000000
-0.17346939 -0.37755102 0.00000000
-0.17346939 -0.35714286 0.00000000
-0.17346939 -0.33673469 0.00000000
-0.17346939 -0.31632653 0.00000000
-0.17346939 -0.29591837 0.00000000
-0.17346939 -0.27551020 0.00000000
-0.17346939 -0.25510204 0.00000000
-0.17346939 -0.23469388 0.00000000
-0.17346939 -0.21428571 0.00000000
-0.17346939 -0.19387755 0.00000000
-0.17346939 -0.17346939 0.00000000
-0.17346939 -0.15306122 0.00000000
-0.17346939 -0.13265306 0.00000000
-0.17346939 -0.11224490 0.00000000
-0.17346939 -0.09183673 0.00000000
-0.17346939 -0.07142857 0.00000000
-0.17346939 -0.05102041 0.00000000
-0.17346939 -0.03061224 0.00000000
-0.17346939 -0.01020408 0.00000000
-0.17346939 0.01020408 0.00000000
-0.17346939 0.03061224 0.00000000
-0.17346939 0.05102041 0.00000000
-0.17346939 0.07142857 0.00000000
-0.17346939 0.09183673 0.00000000
-0.17346939 0.11224490 0.00000000
-0.17346939 0.13265306 0.00000000
-0.17346939 0.15306122 0.00000000
-0.17346939 0.17346939 0.00000000
-0.17346939 0.19387755 0.00000000
-0.17346939 0.21428571 0.00000000
-0.17346939 0.23469388 0.00000000
-0.17346939 0.25510204 0.00000000
-0.17346939 0.27551020 0.00000000
-0.17346939 0.29591837 0.00000000
-0.17346939 0.31632653 0.00000000
-0.17346939 0.33673469 0.00000000
-0.17346939 0.35714286 0.00000000
-0.17346939 0.37755102 0.00000000
-0.17346939 0.39795918 0.00000000
-0.17346939 0.41836735 0.00000000
-0.17346939 0.43877551 0.00000000
-0.17346939 0.45918367 0.00000000
-0.17346939 0.47959184 0.00000000
-0.17346939 0.50000000 0.00000000
-0.15306122 -0.50000000 0.00000000
-0.15306122 -0.47959184 0.00000000
-0.15306122 -0.45918367 0.00000000
-0.15306122 -0.43877551 0.00000000
-0.15306122 -0.41836735 0.00000000
-0.15306122 -0.39795918 0.00000000
-0.15306122 -0.37755102 0.00000000
-0.15306122 -0.35714286 0.00000000
-0.15306122 -0.33673469 0.00000000
-0.15306122 -0.31632653 0.00000000
-0.15306122 -0.29591837 0.00000000
-0.15306122 -0.27551020 0.00000000
-0.15306122 -0.25510204 0.00000000
-0.15306122 -0.23469388 0.00000000
-0.15306122 -0.21428571 0.00000000
-0.15306122 -0.19387755 0.00000000
-0.15306122 -0.17346939 0.00000000
-0.15306122 -0.15306122 0.00000000
-0.15306122 -0.13265306 0.00000000
-0.15306122 -0.11224490 0.00000000
-0.15306122 -0.09183673 0.00000000
-0.15306122 -0.07142857 0.00000000
-0.15306122 -0.05102041 0.00000000
-0.15306122 -0.03061224 0.00000000
-0.15306122 -0.01020408 0.00000000
-0.15306122 0.01020408 0.00000000
-0.15306122 0.03061224 0.00000000
-0.15306122 0.05102041 0.00000000
-0.15306122 0.07142857 0.00000000
-0.15306122 0.09183673 0.00000000
-0.15306122 0.11224490 0.00000000
-0.15306122 0.13265306 0.00000000
-0.15306122 0.15306122 0.00000000
-0.15306122 0.17346939 0.00000000
-0.15306122 0.19387755 0.00000000
-0.15306122 0.21428571 0.00000000
-0.15306122 0.23469388 0.00000000
-0.15306122 0.25510204 0.00000000
-0.15306122 0.27551020 0.00000000
-0.15306122 0.29591837 0.00000000
-0.15306122 0.31632653 0.00000000
-0.15306122 0.33673469 0.00000000
-0.15306122 0.35714286 0.00000000
-0.15306122 0.37755102 0.00000000
-0.15306122 0.39795918 0.00000000
-0.15306122 0.41836735 0.00000000
-0.15306122 0.43877551 0.00000000
-0.15306122 0.45918367 0.00000000
-0.15306122 0.47959184 0.00000000
-0.15306122 0.50000000 0.00000000
-0.13265306 -0.50000000 0.00000000
-0.13265306 -0.47959184 0.00000000
-0.13265306 -0.45918367 0.00000000
-0.13265306 -0.43877551 0.00000000
-0.13265306 -0.41836735 0.00000000
-0.13265306 -0.39795918 0.00000000
-0.13265306 -0.37755102 0.00000000
-0.13265306 -0.35714286 0.00000000
-0.13265306 -0.33673469 0.00000000
-0.13265306 -0.31632653 0.00000000
-0.13265306 -0.29591837 0.00000000
-0.13265306 -0.27551020 0.00000000
-0.13265306 -0.25510204 0.00000000
-0.13265306 -0.23469388 0.00000000
-0.13265306 -0.21428571 0.00000000
-0.13265306 -0.19387755 0.00000000
-0.13265306 -0.17346939 0.00000000
-0.13265306 -0.15306122 0.00000000
-0.13265306 -0.13265306 0.00000000
-0.13265306 -0.11224490 0.00000000
-0.13265306 -0.09183673 0.00000000
-0.13265306 -0.07142857 0.00000000
-0.13265306 -0.05102041 0.00000000
-0.13265306 -0.03061224 0.00000000
-0.13265306 -0.01020408 0.00000000
-0.13265306 0.01020408 0.00000000
-0.13265306 0.03061224 0.00000000
-0.13265306 0.05102041 0.00000000
-0.13265306 0.07142857 0.00000000
-0.13265306 0.09183673 0.00000000
-0.13265306 0.11224490 0.00000000
-0.13265306 0.13265306 0.00000000
-0.13265306 0.15306122 0.00000000
-0.13265306 0.17346939 0.00000000
-0.13265306 0.19387755 0.00000000
-0.13265306 0.21428571 0.00000000
-0.13265306 0.23469388 0.00000000
-0.13265306 0.25510204 0.00000000
-0.13265306 0.27551020 0.00000000
-0.13265306 0.29591837 0.00000000
-0.13265306 0.31632653 0.00000000
-0.13265306 0.33673469 0.00000000
-0.13265306 0.35714286 0.00000000
-0.13265306 0.37755102 0.00000000
-0.13265306 0.39795918 0.00000000
-0.13265306 0.41836735 0.00000000
-0.13265306 0.43877551 0.00000000
-0.13265306 0.45918367 0.00000000
-0.13265306 0.47959184 0.00000000
-0.13265306 0.50000000 0.00000000
-0.11224490 -0.50000000 0.00000000
-0.11224490 -0.47959184 0.00000000
-0.11224490 -0.45918367 0.00000000
-0.11224490 -0.43877551 0.00000000
-0.11224490 -0.41836735 0.00000000
-0.11224490 -0.39795918 0.00000000
-0.11224490 -0.37755102 0.00000000
-0.11224490 -0.35714286 0.00000000
-0.11224490 -0.33673469 0.00000000
-0.11224490 -0.31632653 0.00000000
-0.11224490 -0.29591837 0.00000000
-0.11224490 -0.27551020 0.00000000
-0.11224490 -0.25510204 0.00000000
-0.11224490 -0.23469388 0.00000000
-0.11224490 -0.21428571 0.00000000
-0.11224490 -0.19387755 0.00000000
-0.11224490 -0.17346939 0.00000000
-0.11224490 -0.15306122 0.00000000
-0.11224490 -0.13265306 0.00000000
-0.11224490 -0.11224490 0.00000000
-0.11224490 -0.09183673 0.00000000
-0.11224490 -0.07142857 0.00000000
-0.11224490 -0.05102041 0.00000000
-0.11224490 -0.03061224 0.00000000
-0.11224490 -0.01020408 0.00000000
-0.11224490 0.01020408 0.00000000
-0.11224490 0.03061224 0.00000000
-0.11224490 0.05102041 0.00000000
-0.11224490 0.07142857 0.00000000
-0.11224490 0.09183673 0.00000000
-0.11224490 0.11224490 0.00000000
-0.11224490 0.13265306 0.00000000
-0.11224490 0.15306122 0.00000000
-0.11224490 0.17346939 0.00000000
-0.11224490 0.19387755 0.00000000
-0.11224490 0.21428571 0.00000000
-0.11224490 0.23469388 0.00000000
-0.11224490 0.25510204 0.00000000
-0.11224490 0.27551020 0.00000000
-0.11224490 0.29591837 0.00000000
-0.11224490 0.31632653 0.00000000
-0.11224490 0.33673469 0.00000000
-0.11224490 0.35714286 0.00000000
-0.11224490 0.37755102 0.00000000
-0.11224490 0.39795918 0.00000000
-0.11224490 0.41836735 0.00000000
-0.11224490 0.43877551 0.00000000
-0.11224490 0.45918367 0.00000000
-0.11224490 0.47959184 0.00000000
-0.11224490 0.50000000 0.00000000
-0.09183673 -0.50000000 0.00000000
-0.09183673 -0.47959184 0.00000000
-0.09183673 -0.45918367 0.00000000
-0.09183673 -0.43877551 0.00000000
-0.09183673 -0.41836735 0.00000000
-0.09183673 -0.39795918 0.00000000
-0.09183673 -0.37755102 0.00000000
-0.09183673 -0.35714286 0.00000000
-0.09183673 -0.33673469 0.00000000
-0.09183673 -0.31632653 0.00000000
-0.09183673 -0.29591837 0.00000000
-0.09183673 -0.27551020 0.00000000
-0.09183673 -0.25510204 0.00000000
-0.09183673 -0.23469388 0.00000000
-0.09183673 -0.21428571 0.00000000
-0.09183673 -0.19387755 0.00000000
-0.09183673 -0.17346939 0.00000000
-0.09183673 -0.15306122 0.00000000
-0.09183673 -0.13265306 0.00000000
-0.09183673 -0.11224490 0.00000000
-0.09183673 -0.09183673 0.00000000
-0.09183673 -0.07142857 0.00000000
-0.09183673 -0.05102041 0.00000000
-0.09183673 -0.03061224 0.00000000
-0.09183673 -0.01020408 0.00000000
-0.09183673 0.01020408 0.00000000
-0.09183673 0.03061224 0.00000000
-0.09183673 0.05102041 0.00000000
-0.09183673 0.07142857 0.00000000
-0.09183673 0.09183673 0.00000000
-0.09183673 0.11224490 0.00000000
-0.09183673 0.13265306 0.00000000
-0.09183673 0.15306122 0.00000000
-0.09183673 0.17346939 0.00000000
-0.09183673 0.19387755 0.00000000
-0.09183673 0.21428571 0.00000000
-0.09183673 0.23469388 0.00000000
-0.09183673 0.25510204 0.00000000
-0.09183673 0.27551020 0.00000000
-0.09183673 0.29591837 0.00000000
-0.09183673 0.31632653 0.00000000
-0.09183673 0.33673469 0.00000000
-0.09183673 0.35714286 0.00000000
-0.09183673 0.37755102 0.00000000
-0.09183673 0.39795918 0.00000000
-0.09183673 0.41836735 0.00000000
-0.09183673 0.43877551 0.00000000
-0.09183673 0.45918367 0.00000000
-0.09183673 0.47959184 0.00000000
-0.09183673 0.50000000 0.00000000
-0.07142857 -0.50000000 0.00000000
-0.07142857 -0.47959184 0.00000000
-0.07142857 -0.45918367 0.00000000
-0.07142857 -0.43877551 0.00000000
-0.07142857 -0.41836735 0.00000000
-0.07142857 -0.39795918 0.00000000
-0.07142857 -0.37755102 0.00000000
-0.07142857 -0.35714286 0.00000000
-0.07142857 -0.33673469 0.00000000
-0.07142857 -0.31632653 0.00000000
-0.07142857 -0.29591837 0.00000000
-0.07142857 -0.27551020 0.00000000
-0.07142857 -0.25510204 0.00000000
-0.07142857 -0.23469388 0.00000000
-0.07142857 -0.21428571 0.00000000
-0.07142857 -0.19387755 0.00000000
-0.07142857 -0.17346939 0.00000000
-0.07142857 -0.15306122 0.00000000
-0.07142857 -0.13265306 0.00000000
-0.07142857 -0.11224490 0.00000000
-0.07142857 -0.09183673 0.00000000
-0.07142857 -0.07142857 0.00000000
-0.07142857 -0.05102041 0.00000000
-0.07142857 -0.03061224 0.00000000
-0.07142857 -0.01020408 0.00000000
-0.07142857 0.01020408 0.00000000
-0.07142857 0.03061224 0.00000000
-0.07142857 0.05102041 0.00000000
-0.07142857 0.07142857 0.00000000
-0.07142857 0.09183673 0.00000000
-0.07142857 0.11224490 0.00000000
-0.07142857 0.13265306 0.00000000
-0.07142857 0.15306122 0.00000000
-0.07142857 0.17346939 0.00000000
-0.07142857 0.19387755 0.00000000
-0.07142857 0.21428571 0.00000000
-0.07142857 0.23469388 0.00000000
-0.07142857 0.25510204 0.00000000
-0.07142857 0.27551020 0.00000000
-0.07142857 0.29591837 0.00000000
-0.07142857 0.31632653 0.00000000
-0.07142857 0.33673469 0.00000000
-0.07142857 0.35714286 0.00000000
-0.07142857 0.37755102 0.00000000
-0.07142857 0.39795918 0.00000000
-0.07142857 0.41836735 0.00000000
-0.07142857 0.43877551 0.00000000
-0.07142857 0.45918367 0.00000000
-0.07142857 0.47959184 0.00000000
-0.07142857 0.50000000 0.00000000
-0.05102041 -0.50000000 0.00000000
-0.05102041 -0.47959184 0.00000000
-0.05102041 -0.45918367 0.00000000
-0.05102041 -0.43877551 0.00000000
-0.05102041 -0.41836735 0.00000000
-0.05102041 -0.39795918 0.00000000
-0.05102041 -0.37755102 0.00000000
-0.05102041 -0.35714286 0.00000000
-0.05102041 -0.33673469 0.00000000
-0.05102041 -0.31632653 0.00000000
-0.05102041 -0.29591837 0.00000000
-0.05102041 -0.27551020 0.00000000
-0.05102041 -0.25510204 0.00000000
-0.05102041 -0.23469388 0.00000000
-0.05102041 -0.21428571 0.00000000
-0.05102041 -0.19387755 0.00000000
-0.05102041 -0.17346939 0.00000000
-0.05102041 -0.15306122 0.00000000
-0.05102041 -0.13265306 0.00000000
-0.05102041 -0.11224490 0.00000000
-0.05102041 -0.09183673 0.00000000
-0.05102041 -0.07142857 0.00000000
-0.05102041 -0.05102041 0.00000000
-0.05102041 -0.03061224 0.00000000
-0.05102041 -0.01020408 0.00000000
-0.05102041 0.01020408 0.00000000
-0.05102041 0.03061224 0.00000000
-0.05102041 0.05102041 0.00000000
-0.05102041 0.07142857 0.00000000
-0.05102041 0.09183673 0.00000000
-0.05102041 0.11224490 0.00000000
-0.05102041 0.13265306 0.00000000
-0.05102041 0.15306122 0.00000000
-0.05102041 0.17346939 0.00000000
-0.05102041 0.19387755 0.00000000
-0.05102041 0.21428571 0.00000000
-0.05102041 0.23469388 0.00000000
-0.05102041 0.25510204 0.00000000
-0.05102041 0.27551020 0.00000000
-0.05102041 0.29591837 0.00000000
-0.05102041 0.31632653 0.00000000
-0.05102041 0.33673469 0.00000000
-0.05102041 0.35714286 0.00000000
-0.05102041 0.37755102 0.00000000
-0.05102041 0.39795918 0.00000000
-0.05102041 0.41836735 0.00000000
-0.05102041 0.43877551 0.00000000
-0.05102041 0.45918367 0.00000000
-0.05102041 0.47959184 0.00000000
-0.05102041 0.50000000 0.00000000
-0.03061224 -0.50000000 0.00000000
-0.03061224 -0.47959184 0.00000000
-0.03061224 -0.45918367 0.00000000
-0.03061224 -0.43877551 0.00000000
-0.03061224 -0.41836735 0.00000000
-0.03061224 -0.39795918 0.00000000
-0.03061224 -0.37755102 0.00000000
-0.03061224 -0.35714286 0.00000000
-0.03061224 -0.33673469 0.00000000
-0.03061224 -0.31632653 0.00000000
-0.03061224 -0.29591837 0.00000000
-0.03061224 -0.27551020 0.00000000
-0.03061224 -0.25510204 0.00000000
-0.03061224 -0.23469388 0.00000000
-0.03061224 -0.21428571 0.00000000
-0.03061224 -0.19387755 0.00000000
-0.03061224 -0.17346939 0.00000000
-0.03061224 -0.15306122 0.00000000
-0.03061224 -0.13265306 0.00000000
-0.03061224 -0.11224490 0.00000000
-0.03061224 -0.09183673 0.00000000
-0.03061224 -0.07142857 0.00000000
-0.03061224 -0.05102041 0.00000000
-0.03061224 -0.03061224 0.00000000
-0.03061224 -0.01020408 0.00000000
-0.03061224 0.01020408 0.00000000
-0.03061224 0.03061224 0.00000000
-0.03061224 0.05102041 0.00000000
-0.03061224 0.07142857 0.00000000
-0.03061224 0.09183673 0.00000000
-0.03061224 0.11224490 0.00000000
-0.03061224 0.13265306 0.00000000
-0.03061224 0.15306122 0.00000000
-0.03061224 0.17346939 0.00000000
-0.03061224 0.19387755 0.00000000
-0.03061224 0.21428571 0.00000000
-0.03061224 0.23469388 0.00000000
-0.03061224 0.25510204 0.00000000
-0.03061224 0.27551020 0.00000000
-0.03061224 0.29591837 0.00000000
-0.03061224 0.31632653 0.00000000
-0.03061224 0.33673469 0.00000000
-0.03061224 0.35714286 0.00000000
-0.03061224 0.37755102 0.00000000
-0.03061224 0.39795918 0.00000000
-0.03061224 0.41836735 0.00000000
-0.03061224 0.43877551 0.00000000
-0.03061224 0.45918367 0.00000000
-0.03061224 0.47959184 0.00000000
-0.03061224 0.50000000 0.00000000
-0.01020408 -0.50000000 0.00000000
-0.01020408 -0.47959184 0.00000000
-0.01020408 -0.45918367 0.00000000
-0.01020408 -0.43877551 0.00000000
-0.01020408 -0.41836735 0.00000000
-0.01020408 -0.39795918 0.00000000
-0.01020408 -0.37755102 0.00000000
-0.01020408 -0.35714286 0.00000000
-0.01020408 -0.33673469 0.00000000
-0.01020408 -0.31632653 0.00000000
-0.01020408 -0.29591837 0.00000000
-0.01020408 -0.27551020 0.00000000
-0.01020408 -0.25510204 0.00000000
-0.01020408 -0.23469388 0.00000000
-0.01020408 -0.21428571 0.00000000
-0.01020408 -0.19387755 0.00000000
-0.01020408 -0.17346939 0.00000000
-0.01020408 -0.15306122 0.00000000
-0.01020408 -0.13265306 0.00000000
-0.01020408 -0.11224490 0.00000000
-0.01020408 -0.09183673 0.00000000
-0.01020408 -0.07142857 0.00000000
-0.01020408 -0.05102041 0.00000000
-0.01020408 -0.03061224 0.00000000
-0.01020408 -0.01020408 0.00000000
-0.01020408 0.01020408 0.00000000
-0.01020408 0.03061224 0.00000000
-0.01020408 0.05102041 0.00000000
-0.01020408 0.07142857 0.00000000
-0.01020408 0.09183673 0.00000000
-0.01020408 0.11224490 0.00000000
-0.01020408 0.13265306 0.00000000
-0.01020408 0.15306122 0.00000000
-0.01020408 0.17346939 0.00000000
-0.01020408 0.19387755 0.00000000
-0.01020408 0.21428571 0.00000000
-0.01020408 0.23469388 0.00000000
-0.01020408 0.25510204 0.00000000
-0.01020408 0.27551020 0.00000000
-0.01020408 0.29591837 0.00000000
-0.01020408 0.31632653 0.00000000
-0.01020408 0.33673469 0.00000000
-0.01020408 0.35714286 0.00000000
-0.01020408 0.37755102 0.00000000
-0.01020408 0.39795918 0.00000000
-0.01020408 0.41836735 0.00000000
-0.01020408 0.43877551 0.00000000
-0.01020408 0.45918367 0.00000000
-0.01020408 0.47959184 0.00000000
-0.01020408 0.50000000 0.00000000
0.01020408 -0.50000000 0.00000000
0.01020408 -0.47959184 0.00000000
0.01020408 -0.45918367 0.00000000
0.01020408 -0.43877551 0.00000000
0.01020408 -0.41836735 0.00000000
0.01020408 -0.39795918 0.00000000
0.01020408 -0.37755102 0.00000000
0.01020408 -0.35714286 0.00000000
0.01020408 -0.33673469 0.00000000
0.01020408 -0.31632653 0.00000000
0.01020408 -0.29591837 0.00000000
0.01020408 -0.27551020 0.00000000
0.01020408 -0.25510204 0.00000000
0.01020408 -0.23469388 0.00000000
0.01020408 -0.21428571 0.00000000
0.01020408 -0.19387755 0.00000000
0.01020408 -0.17346939 0.00000000
0.01020408 -0.15306122 0.00000000
0.01020408 -0.13265306 0.00000000
0.01020408 -0.11224490 0.00000000
0.01020408 -0.09183673 0.00000000
0.01020408 -0.07142857 0.00000000
0.01020408 -0.05102041 0.00000000
0.01020408 -0.03061224 0.00000000
0.01020408 -0.01020408 0.00000000
0.01020408 0.01020408 0.00000000
0.01020408 0.03061224 0.00000000
0.01020408 0.05102041 0.00000000
0.01020408 0.07142857 0.00000000
0.01020408 0.09183673 0.00000000
0.01020408 0.11224490 0.00000000
0.01020408 0.13265306 0.00000000
0.01020408 0.15306122 0.00000000
0.01020408 0.17346939 0.00000000
0.01020408 0.19387755 0.00000000
0.01020408 0.21428571 0.00000000
0.01020408 0.23469388 0.00000000
0.01020408 0.25510204 0.00000000
0.01020408 0.27551020 0.00000000
0.01020408 0.29591837 0.00000000
0.01020408 0.31632653 0.00000000
0.01020408 0.33673469 0.00000000
0.01020408 0.35714286 0.00000000
0.01020408 0.37755102 0.00000000
0.01020408 0.39795918 0.00000000
0.01020408 0.41836735 0.00000000
0.01020408 0.43877551 0.00000000
0.01020408 0.45918367 0.00000000
0.01020408 0.47959184 0.00000000
0.01020408 0.50000000 0.00000000
0.03061224 -0.50000000 0.00000000
0.03061224 -0.47959184 0.00000000
0.03061224 -0.45918367 0.00000000
0.03061224 -0.43877551 0.00000000
0.03061224 -0.41836735 0.00000000
0.03061224 -0.39795918 0.00000000
0.03061224 -0.37755102 0.00000000
0.03061224 -0.35714286 0.00000000
0.03061224 -0.33673469 0.00000000
0.03061224 -0.31632653 0.00000000
0.03061224 -0.29591837 0.00000000
0.03061224 -0.27551020 0.00000000
0.03061224 -0.25510204 0.00000000
0.03061224 -0.23469388 0.00000000
0.03061224 -0.21428571 0.00000000
0.03061224 -0.19387755 0.00000000
0.03061224 -0.17346939 0.00000000
0.03061224 -0.15306122 0.00000000
0.03061224 -0.13265306 0.00000000
0.03061224 -0.11224490 0.00000000
0.03061224 -0.09183673 0.00000000
0.03061224 -0.07142857 0.00000000
0.03061224 -0.05102041 0.00000000
0.03061224 -0.03061224 0.00000000
0.03061224 -0.01020408 0.00000000
0.03061224 0.01020408 0.00000000
0.03061224 0.03061224 0.00000000
0.03061224 0.05102041 0.00000000
0.03061224 0.07142857 0.00000000
0.03061224 0.09183673 0.00000000
0.03061224 0.11224490 0.00000000
0.03061224 0.13265306 0.00000000
0.03061224 0.15306122 0.00000000
0.03061224 0.17346939 0.00000000
0.03061224 0.19387755 0.00000000
0.03061224 0.21428571 0.00000000
0.03061224 0.23469388 0.00000000
0.03061224 0.25510204 0.00000000
0.03061224 0.27551020 0.00000000
0.03061224 0.29591837 0.00000000
0.03061224 0.31632653 0.00000000
0.03061224 0.33673469 0.00000000
0.03061224 0.35714286 0.00000000
0.03061224 0.37755102 0.00000000
0.03061224 0.39795918 0.00000000
0.03061224 0.41836735 0.00000000
0.03061224 0.43877551 0.00000000
0.03061224 0.45918367 0.00000000
0.03061224 0.47959184 0.00000000
0.03061224 0.50000000 0.00000000
0.05102041 -0.50000000 0.00000000
0.05102041 -0.47959184 0.00000000
0.05102041 -0.45918367 0.00000000
0.05102041 -0.43877551 0.00000000
0.05102041 -0.41836735 0.00000000
0.05102041 -0.39795918 0.00000000
0.05102041 -0.37755102 0.00000000
0.05102041 -0.35714286 0.00000000
0.05102041 -0.33673469 0.00000000
0.05102041 -0.31632653 0.00000000
0.05102041 -0.29591837 0.00000000
0.05102041 -0.27551020 0.00000000
0.05102041 -0.25510204 0.00000000
0.05102041 -0.23469388 0.00000000
0.05102041 -0.21428571 0.00000000
0.05102041 -0.19387755 0.00000000
0.05102041 -0.17346939 0.00000000
0.05102041 -0.15306122 0.00000000
0.05102041 -0.13265306 0.00000000
0.05102041 -0.11224490 0.00000000
0.05102041 -0.09183673 0.00000000
0.05102041 -0.07142857 0.00000000
0.05102041 -0.05102041 0.00000000
0.05102041 -0.03061224 0.00000000
0.05102041 -0.01020408 0.00000000
0.05102041 0.01020408 0.00000000
0.05102041 0.03061224 0.00000000
0.05102041 0.05102041 0.00000000
0.05102041 0.07142857 0.00000000
0.05102041 0.09183673 0.00000000
0.05102041 0.11224490 0.00000000
0.05102041 0.13265306 0.00000000
0.05102041 0.15306122 0.00000000
0.05102041 0.17346939 0.00000000
0.05102041 0.19387755 0.00000000
0.05102041 0.21428571 0.00000000
0.05102041 0.23469388 0.00000000
0.05102041 0.25510204 0.00000000
0.05102041 0.27551020 0.00000000
0.05102041 0.29591837 0.00000000
0.05102041 0.31632653 0.00000000
0.05102041 0.33673469 0.00000000
0.05102041 0.35714286 0.00000000
0.05102041 0.37755102 0.00000000
0.05102041 0.39795918 0.00000000
0.05102041 0.41836735 0.00000000
0.05102041 0.43877551 0.00000000
0.05102041 0.45918367 0.00000000
0.05102041 0.47959184 0.00000000
0.05102041 0.50000000 0.00000000
0.07142857 -0.50000000 0.00000000
0.07142857 -0.47959184 0.00000000
0.07142857 -0.45918367 0.00000000
0.07142857 -0.43877551 0.00000000
0.07142857 -0.41836735 0.00000000
0.07142857 -0.39795918 0.00000000
0.07142857 -0.37755102 0.00000000
0.07142857 -0.35714286 0.00000000
0.07142857 -0.33673469 0.00000000
0.07142857 -0.31632653 0.00000000
0.07142857 -0.29591837 0.00000000
0.07142857 -0.27551020 0.00000000
0.07142857 -0.25510204 0.00000000
0.07142857 -0.23469388 0.00000000
0.07142857 -0.21428571 0.00000000
0.07142857 -0.19387755 0.00000000
0.07142857 -0.17346939 0.00000000
0.07142857 -0.15306122 0.00000000
0.07142857 -0.13265306 0.00000000
0.07142857 -0.11224490 0.00000000
0.07142857 -0.09183673 0.00000000
0.07142857 -0.07142857 0.00000000
0.07142857 -0.05102041 0.00000000
0.07142857 -0.03061224 0.00000000
0.07142857 -0.01020408 0.00000000
0.07142857 0.01020408 0.00000000
0.07142857 0.03061224 0.00000000
0.07142857 0.05102041 0.00000000
0.07142857 0.07142857 0.00000000
0.07142857 0.09183673 0.00000000
0.07142857 0.11224490 0.00000000
0.07142857 0.13265306 0.00000000
0.07142857 0.15306122 0.00000000
0.07142857 0.17346939 0.00000000
0.07142857 0.19387755 0.00000000
0.07142857 0.21428571 0.00000000
0.07142857 0.23469388 0.00000000
0.07142857 0.25510204 0.00000000
