# qx qy lindhard_output_plain_off_-0.100eV
-0.35714286 0.01020408 0.00000000
-0.35714286 0.03061224 0.00000000
-0.35714286 0.05102041 0.00000000
-0.35714286 0.07142857 0.00000000
-0.35714286 0.09183673 0.00000000
-0.35714286 0.11224490 0.00000000
-0.35714286 0.13265306 0.00000000
-0.35714286 0.15306122 0.00000000
-0.35714286 0.17346939 0.00000000
-0.35714286 0.19387755 0.00000000
-0.35714286 0.21428571 0.00000000
-0.35714286 0.23469388 0.00000000
-0.35714286 0.25510204 0.00000000
-0.35714286 0.27551020 0.00000000
-0.35714286 0.29591837 0.00000000
-0.35714286 0.31632653 0.00000000
-0.35714286 0.33673469 0.00000000
-0.35714286 0.35714286 0.00000000
-0.35714286 0.37755102 0.00000000
-0.35714286 0.39795918 0.00000000
-0.35714286 0.41836735 0.00000000
-0.35714286 0.43877551 0.00000000
-0.35714286 0.45918367 0.00000000
-0.35714286 0.47959184 0.00000000
-0.35714286 0.50000000 0.00000000
-0.33673469 -0.50000000 0.00000000
-0.33673469 -0.47959184 0.00000000
-0.33673469 -0.45918367 0.00000000
-0.33673469 -0.43877551 0.00000000
-0.33673469 -0.41836735 0.00000000
-0.33673469 -0.39795918 0.00000000
-0.33673469 -0.37755102 0.00000000
-0.33673469 -0.35714286 0.00000000
-0.33673469 -0.33673469 0.00000000
-0.33673469 -0.31632653 0.00000000
-0.33673469 -0.29591837 0.00000000
-0.33673469 -0.27551020 0.00000000
-0.33673469 -0.25510204 0.00000000
-0.33673469 -0.23469388 0.00000000
-0.33673469 -0.21428571 0.00000000
-0.33673469 -0.19387755 0.00000000
-0.33673469 -0.17346939 0.00000000
-0.33673469 -0.15306122 0.00000000
-0.33673469 -0.13265306 0.00000000
-0.33673469 -0.11224490 0.00000000
-0.33673469 -0.09183673 0.00000000
-0.33673469 -0.07142857 0.00000000
-0.33673469 -0.05102041 0.00000000
-0.33673469 -0.03061224 0.00000000
-0.33673469 -0.01020408 0.00000000
-0.33673469 0.01020408 0.00000000
-0.33673469 0.03061224 0.00000000
-0.33673469 0.05102041 0.00000000
-0.33673469 0.07142857 0.00000000
-0.33673469 0.09183673 0.00000000
-0.33673469 0.11224490 0.00000000
-0.33673469 0.13265306 0.00000000
-0.33673469 0.15306122 0.00000000
-0.33673469 0.17346939 0.00000000
-0.33673469 0.19387755 0.00000000
-0.33673469 0.21428571 0.00000000
-0.33673469 0.23469388 0.00000000
-0.33673469 0.25510204 0.00000000
-0.33673469 0.27551020 0.00000000
-0.33673469 0.29591837 0.00000000
-0.33673469 0.31632653 0.00000000
-0.33673469 0.33673469 0.00000000
-0.33673469 0.35714286 0.00000000
-0.33673469 0.37755102 0.00000000
-0.33673469 0.39795918 0.00000000
-0.33673469 0.41836735 0.00000000
-0.33673469 0.43877551 0.00000000
-0.33673469 0.45918367 0.00000000
-0.33673469 0.47959184 0.00000000
-0.33673469 0.50000000 0.00000000
-0.31632653 -0.50000000 0.00000000
-0.31632653 -0.47959184 0.00000000
-0.31632653 -0.45918367 0.00000000
-0.31632653 -0.43877551 0.00000000
-0.31632653 -0.41836735 0.00000000
-0.31632653 -0.39795918 0.00000000
-0.31632653 -0.37755102 0.00000000
-0.31632653 -0.35714286 0.00000000
-0.31632653 -0.33673469 0.00000000
-0.31632653 -0.31632653 0.00000000
-0.31632653 -0.29591837 0.00000000
-0.31632653 -0.27551020 0.00000000
-0.31632653 -0.25510204 0.00000000
-0.31632653 -0.23469388 0.00000000
-0.31632653 -0.21428571 0.00000000
-0.31632653 -0.19387755 0.00000000
-0.31632653 -0.17346939 0.00000000
-0.31632653 -0.15306122 0.00000000
-0.31632653 -0.13265306 0.00000000
-0.31632653 -0.11224490 0.00000000
-0.31632653 -0.09183673 0.00000000
-0.31632653 -0.07142857 0.00000000
-0.31632653 -0.05102041 0.00000000
-0.31632653 -0.03061224 0.00000000
-0.31632653 -0.01020408 0.00000000
-0.31632653 0.01020408 0.00000000
-0.31632653 0.03061224 0.00000000
-0.31632653 0.05102041 0.00000000
-0.31632653 0.07142857 0.00000000
-0.31632653 0.09183673 0.00000000
-0.31632653 0.11224490 0.00000000
-0.31632653 0.13265306 0.00000000
-0.31632653 0.15306122 0.00000000
-0.31632653 0.17346939 0.00000000
-0.31632653 0.19387755 0.00000000
-0.31632653 0.21428571 0.00000000
-0.31632653 0.23469388 0.00000000
-0.31632653 0.25510204 0.00000000
-0.31632653 0.27551020 0.00000000
-0.31632653 0.29591837 0.00000000
-0.31632653 0.31632653 0.00000000
-0.31632653 0.33673469 0.00000000
-0.31632653 0.35714286 0.00000000
-0.31632653 0.37755102 0.00000000
-0.31632653 0.39795918 0.00000000
-0.31632653 0.41836735 0.00000000
-0.31632653 0.43877551 0.00000000
-0.31632653 0.45918367 0.00000000
-0.31632653 0.47959184 0.00000000
-0.31632653 0.50000000 0.00000000
-0.29591837 -0.50000000 0.00000000
-0.29591837 -0.47959184 0.00000000
-0.29591837 -0.45918367 0.00000000
-0.29591837 -0.43877551 0.00000000
-0.29591837 -0.41836735 0.00000000
-0.29591837 -0.39795918 0.00000000
-0.29591837 -0.37755102 0.00000000
-0.29591837 -0.35714286 0.00000000
-0.29591837 -0.33673469 0.00000000
-0.29591837 -0.31632653 0.00000000
-0.29591837 -0.29591837 0.00000000
-0.29591837 -0.27551020 0.00000000
-0.29591837 -0.25510204 0.00000000
-0.29591837 -0.23469388 0.00000000
-0.29591837 -0.21428571 0.00000000
-0.29591837 -0.19387755 0.00000000
-0.29591837 -0.17346939 0.00000000
-0.29591837 -0.15306122 0.00000000
-0.29591837 -0.13265306 0.00000000
-0.29591837 -0.11224490 0.00000000
-0.29591837 -0.09183673 0.00000000
-0.29591837 -0.07142857 0.00000000
-0.29591837 -0.05102041 0.00000000
-0.29591837 -0.03061224 0.00000000
-0.29591837 -0.01020408 0.00000000
-0.29591837 0.01020408 0.00000000
-0.29591837 0.03061224 0.00000000
-0.29591837 0.05102041 0.00000000
-0.29591837 0.07142857 0.00000000
-0.29591837 0.09183673 0.00000000
-0.29591837 0.11224490 0.00000000
-0.29591837 0.13265306 0.00000000
-0.29591837 0.15306122 0.00000000
-0.29591837 0.17346939 0.00000000
-0.29591837 0.19387755 0.00000000
-0.29591837 0.21428571 0.00000000
-0.29591837 0.23469388 0.00000000
-0.29591837 0.25510204 0.00000000
-0.29591837 0.27551020 0.00000000
-0.29591837 0.29591837 0.00000000
-0.29591837 0.31632653 0.00000000
-0.29591837 0.33673469 0.00000000
-0.29591837 0.35714286 0.00000000
-0.29591837 0.37755102 0.00000000
-0.29591837 0.39795918 0.00000000
-0.29591837 0.41836735 0.00000000
-0.29591837 0.43877551 0.00000000
-0.29591837 0.45918367 0.00000000
-0.29591837 0.47959184 0.00000000
-0.29591837 0.50000000 0.00000000
-0.27551020 -0.50000000 0.00000000
-0.27551020 -0.47959184 0.00000000
-0.27551020 -0.45918367 0.00000000
-0.27551020 -0.43877551 0.00000000
-0.27551020 -0.41836735 0.00000000
-0.27551020 -0.39795918 0.00000000
-0.27551020 -0.37755102 0.00000000
-0.27551020 -0.35714286 0.00000000
-0.27551020 -0.33673469 0.00000000
-0.27551020 -0.31632653 0.00000000
-0.27551020 -0.29591837 0.00000000
-0.27551020 -0.27551020 0.00000000
-0.27551020 -0.25510204 0.00000000
-0.27551020 -0.23469388 0.00000000
-0.27551020 -0.21428571 0.00000000
-0.27551020 -0.19387755 0.00000000
-0.27551020 -0.17346939 0.00000000
-0.27551020 -0.15306122 0.00000000
-0.27551020 -0.13265306 0.00000000
-0.27551020 -0.11224490 0.00000000
-0.27551020 -0.09183673 0.00000000
-0.27551020 -0.07142857 0.00000000
-0.27551020 -0.05102041 0.00000000
-0.27551020 -0.03061224 0.00000000
-0.27551020 -0.01020408 0.00000000
-0.27551020 0.01020408 0.00000000
-0.27551020 0.03061224 0.00000000
-0.27551020 0.05102041 0.00000000
-0.27551020 0.07142857 0.00000000
-0.27551020 0.09183673 0.00000000
-0.27551020 0.11224490 0.00000000
-0.27551020 0.13265306 0.00000000
-0.27551020 0.15306122 0.00000000
-0.27551020 0.17346939 0.00000000
-0.27551020 0.19387755 0.00000000
-0.27551020 0.21428571 0.00000000
-0.27551020 0.23469388 0.00000000
-0.27551020 0.25510204 0.00000000
-0.27551020 0.27551020 0.00000000
-0.27551020 0.29591837 0.00000000
-0.27551020 0.31632653 0.00000000
-0.27551020 0.33673469 0.00000000
-0.27551020 0.35714286 0.00000000
-0.27551020 0.37755102 0.00000000
-0.27551020 0.39795918 0.00000000
-0.27551020 0.41836735 0.00000000
-0.27551020 0.43877551 0.00000000
-0.27551020 0.45918367 0.00000000
-0.27551020 0.47959184 0.00000000
-0.27551020 0.50000000 0.00000000
-0.25510204 -0.50000000 0.00000000
-0.25510204 -0.47959184 0.00000000
-0.25510204 -0.45918367 0.00000000
-0.25510204 -0.43877551 0.00000000
-0.25510204 -0.41836735 0.00000000
-0.25510204 -0.39795918 0.00000000
-0.25510204 -0.37755102 0.00000000
-0.25510204 -0.35714286 0.00000000
-0.25510204 -0.33673469 0.00000000
-0.25510204 -0.31632653 0.00000000
-0.25510204 -0.29591837 0.00000000
-0.25510204 -0.27551020 0.00000000
-0.25510204 -0.25510204 0.00000000
-0.25510204 -0.23469388 0.00000000
-0.25510204 -0.21428571 0.00000000
-0.25510204 -0.19387755 0.00000000
-0.25510204 -0.17346939 0.00000000
-0.25510204 -0.15306122 0.00000000
-0.25510204 -0.13265306 0.00000000
-0.25510204 -0.11224490 0.00000000
-0.25510204 -0.09183673 0.00000000
-0.25510204 -0.07142857 0.00000000
-0.25510204 -0.05102041 0.00000000
-0.25510204 -0.03061224 0.00000000
-0.25510204 -0.01020408 0.00000000
-0.25510204 0.01020408 0.00000000
-0.25510204 0.03061224 0.00000000
-0.25510204 0.05102041 0.00000000
-0.25510204 0.07142857 0.00000000
-0.25510204 0.09183673 0.00000000
-0.25510204 0.11224490 0.00000000
-0.25510204 0.13265306 0.00000000
-0.25510204 0.15306122 0.00000000
-0.25510204 0.17346939 0.00000000
-0.25510204 0.19387755 0.00000000
-0.25510204 0.21428571 0.00000000
-0.25510204 0.23469388 0.00000000
-0.25510204 0.25510204 0.00000000
-0.25510204 0.27551020 0.00000000
-0.25510204 0.29591837 0.00000000
-0.25510204 0.31632653 0.00000000
-0.25510204 0.33673469 0.00000000
-0.25510204 0.35714286 0.00000000
-0.25510204 0.37755102 0.00000000
-0.25510204 0.39795918 0.00000000
-0.25510204 0.41836735 0.00000000
-0.25510204 0.43877551 0.00000000
-0.25510204 0.45918367 0.00000000
-0.25510204 0.47959184 0.00000000
-0.25510204 0.50000000 0.00000000
-0.23469388 -0.50000000 0.00000000
-0.23469388 -0.47959184 0.00000000
-0.23469388 -0.45918367 0.00000000
-0.23469388 -0.43877551 0.00000000
-0.23469388 -0.41836735 0.00000000
-0.23469388 -0.39795918 0.00000000
-0.23469388 -0.37755102 0.00000000
-0.23469388 -0.35714286 0.00000000
-0.23469388 -0.33673469 0.00000000
-0.23469388 -0.31632653 0.00000000
-0.23469388 -0.29591837 0.00000000
-0.23469388 -0.27551020 0.00000000
-0.23469388 -0.25510204 0.00000000
-0.23469388 -0.23469388 0.00000000
-0.23469388 -0.21428571 0.00000000
-0.23469388 -0.19387755 0.00000000
-0.23469388 -0.17346939 0.00000000
-0.23469388 -0.15306122 0.00000000
-0.23469388 -0.13265306 0.00000000
-0.23469388 -0.11224490 0.00000000
-0.23469388 -0.09183673 0.00000000
-0.23469388 -0.07142857 0.00000000
-0.23469388 -0.05102041 0.00000000
-0.23469388 -0.03061224 0.00000000
-0.23469388 -0.01020408 0.00000000
-0.23469388 0.01020408 0.00000000
-0.23469388 0.03061224 0.00000000
-0.23469388 0.05102041 0.00000000
-0.23469388 0.07142857 0.00000000
-0.23469388 0.09183673 0.00000000
-0.23469388 0.11224490 0.00000000
-0.23469388 0.13265306 0.00000000
-0.23469388 0.15306122 0.00000000
-0.23469388 0.17346939 0.00000000
-0.23469388 0.19387755 0.00000000
-0.23469388 0.21428571 0.00000000
-0.23469388 0.23469388 0.00000000
-0.23469388 0.25510204 0.00000000
-0.23469388 0.27551020 0.00000000
-0.23469388 0.29591837 0.00000000
-0.23469388 0.31632653 0.00000000
-0.23469388 0.33673469 0.00000000
-0.23469388 0.35714286 0.00000000
-0.23469388 0.37755102 0.00000000
-0.23469388 0.39795918 0.00000000
-0.23469388 0.41836735 0.00000000
-0.23469388 0.43877551 0.00000000
-0.23469388 0.45918367 0.00000000
-0.23469388 0.47959184 0.00000000
-0.23469388 0.50000000 0.00000000
-0.21428571 -0.50000000 0.00000000
-0.21428571 -0.47959184 0.00000000
-0.21428571 -0.45918367 0.00000000
-0.21428571 -0.43877551 0.00000000
-0.21428571 -0.41836735 0.00000000
-0.21428571 -0.39795918 0.00000000
-0.21428571 -0.37755102 0.00000000
-0.21428571 -0.35714286 0.00000000
-0.21428571 -0.33673469 0.00000000
-0.21428571 -0.31632653 0.00000000
-0.21428571 -0.29591837 0.00000000
-0.21428571 -0.27551020 0.00000000
