Distance,qx,qy,Susceptibility_Real,Susceptibility_Imag,Susceptibility_Abs
0.0,0.0,0.0,4.4270939064e-25,0.0,4.4270939064e-25
0.005050505050505051,0.005050505050505051,0.0,0.0048354220763565355,6.168482234974029e-06,0.0048354260108794175
0.010101010101010102,0.010101010101010102,0.0,0.00959040839884161,1.2212608918889006e-05,0.009590416174722989
0.015151515151515152,0.015151515151515152,0.0,0.014258759871525698,1.801908125255143e-05,0.014258771257058609
0.020202020202020204,0.020202020202020204,0.0,0.01884281902294136,2.3610549738682378e-05,0.01884283381525666
0.025252525252525256,0.025252525252525252,0.0,0.023344847678878657,2.8998232149419282e-05,0.023344865689215562
0.030303030303030307,0.030303030303030304,0.0,0.027767027942117245,3.419110958191282e-05,0.02776704899283131
0.03535353535353536,0.03535353535353535,0.0,0.03211146533470769,3.919726059912739e-05,0.03211148925801125
0.04040404040404041,0.04040404040404041,0.0,0.03638019204560785,4.402420998992948e-05,0.03638021868277284
0.045454545454545456,0.045454545454545456,0.0,0.04057517006884994,4.8679057452339245e-05,0.04057519926958746
0.050505050505050504,0.050505050505050504,0.0,0.04469829419785133,5.3168539425559596e-05,0.044698325819780484
0.05555555555555555,0.05555555555555555,0.0,0.048751394873414934,5.74990659348551e-05,0.04875142878158764
0.0606060606060606,0.06060606060606061,0.0,0.052736240890420616,6.167674645665369e-05,0.05273627695688732
0.06565656565656565,0.06565656565656566,0.0,0.056654541970090934,6.570741023337445e-05,0.0566545800734994
0.0707070707070707,0.0707070707070707,0.0,0.060507951205039,6.959662339993747e-05,0.06050799123026122
0.07575757575757576,0.07575757575757576,0.0,0.06429806738414263,7.334970405388647e-05,0.06429810922192683
0.08080808080808081,0.08080808080808081,0.0,0.06802643720396356,7.697173586055919e-05,0.06802648075060859
0.08585858585858587,0.08585858585858586,0.0,0.0716945573730587,8.046758052830475e-05,0.07169460253010906
0.09090909090909093,0.09090909090909091,0.0,0.07530387661515431,8.384188935885224e-05,0.0753039232891142
0.09595959595959598,0.09595959595959595,0.0,0.07885579757679005,8.709911400808357e-05,0.07885584567885472
0.10101010101010104,0.10101010101010101,0.0,0.06912479422508912,0.00011839510377363814,0.06912489561700265
0.10606060606060609,0.10606060606060606,0.0,0.0715327163605478,0.00012678724473176917,0.07153282872167163
0.11111111111111115,0.1111111111111111,0.0,0.07387207112207599,0.0001352155911633804,0.07387219487142065
0.1161616161616162,0.11616161616161616,0.0,0.07614574611098483,0.00014366719230643008,0.07614588164215257
0.12121212121212126,0.12121212121212122,0.0,0.0783564690335678,0.0001521304384769919,0.07835661671536605
0.1262626262626263,0.12626262626262627,0.0,0.08050681861714765,0.00016059492749511425,0.08050697879429489
0.13131313131313135,0.13131313131313133,0.0,0.08259923464389529,0.00016905134525655043,0.08259940763779486
0.1363636363636364,0.13636363636363635,0.0,0.08463602718449757,0.0001774913588266974,0.08463621329405911
0.14141414141414146,0.1414141414141414,0.0,0.08661938510514035,0.00018590752063530494,0.08661958460763268
0.14646464646464652,0.14646464646464646,0.0,0.08855138391366316,0.00019429318252552112,0.0885515970655851
0.15151515151515157,0.15151515151515152,0.0,0.09043399300400858,0.00020264241856255514,0.0904342200419668
0.15656565656565663,0.15656565656565657,0.0,0.09226908235212015,0.00021094995563899908,0.09226932349370572
0.16161616161616169,0.16161616161616163,0.0,0.09405842871114395,0.00021921111102848577,0.09405868415580003
0.16666666666666674,0.16666666666666666,0.0,0.09580372134907515,0.00022742173613924833,0.09580399127895095
0.1717171717171718,0.1717171717171717,0.0,0.0975065673677968,0.00023557816580634504,0.09750685194858306
0.17676767676767685,0.17676767676767677,0.0,0.09916849663871131,0.00024367717253753906,0.0991687960204545
0.1818181818181819,0.18181818181818182,0.0,0.10079096638682657,0.00025171592519457065,0.1007912807047187
0.18686868686868696,0.18686868686868688,0.0,0.10237536545216422,0.00025969195165009184,0.10237569482730718
0.19191919191919202,0.1919191919191919,0.0,0.10392301825468299,0.00026760310501193106,0.1039233627948258
0.19696969696969707,0.19696969696969696,0.0,0.1054351884865059,0.0002754475330515711,0.10543554828675428
0.20202020202020213,0.20202020202020202,0.0,0.10691308255309231,0.00028322365051354774,0.10691345769659001
0.20707070707070718,0.20707070707070707,0.0,0.10835785278302311,0.00029093011401751543,0.1083582433416053
0.21212121212121224,0.21212121212121213,0.0,0.10977060042436106,0.00029856579929579273,0.10977100645917959
0.2171717171717173,0.21717171717171718,0.0,0.11115237844400289,0.00030612978053675414,0.11115280000612386
0.22222222222222235,0.2222222222222222,0.0,0.11250419414490116,0.0003136213116283515,0.11250463127587557
0.2272727272727274,0.22727272727272727,0.0,0.11382701161487364,0.00032103980911788306,0.1138274643472814
0.23232323232323246,0.23232323232323232,0.0,0.11512175401950041,0.0003283848367230817,0.11512222237746866
0.23737373737373751,0.23737373737373738,0.0,0.11638930575056795,0.0003356560912465796,0.11638978975026454
0.24242424242424257,0.24242424242424243,0.0,0.11763051444056734,0.0003428533897608932,0.11763101409066995
0.24747474747474763,0.2474747474747475,0.0,0.11884619285288861,0.00034997665794451457,0.11884670815503093
0.25252525252525265,0.25252525252525254,0.0,0.12003712065656905,0.0003570259194616662,0.12003765160576443
0.2575757575757577,0.25757575757575757,0.0,0.12120404609373846,0.0003640012862889697,0.12120459267878216
0.2626262626262627,0.26262626262626265,0.0,0.12234768754725467,0.00037090294990182814,0.12234824975110556
0.26767676767676774,0.2676767676767677,0.0,0.12346873501543061,0.00037773117324186407,0.12346931281557316
